,fc_nm,fc_type,sido_nm,sgg_nm,sgg_cd,road_addr,jibun_addr,lat,lon,phone_num,week_start_time,week_end_time,sat_start_time,sat_end_time,holiday_start_time,holiday_end_time,delivery_start_time,delivery_end_time,manage_agency,manage_agency_pn,base_date
195,피자나라치킨공주 매탄점,1,경기도,수원시,41115,경기도 수원시 영통구 권선로820번길 16,경기도 수원시 영통구 매탄동 1174-10,37.2547677,127.0388257,031-238-6302,12:00,0:00,12:00,0:00,12:00,0:00,12:00,0:00,경기도 수원시,031-228-8339,2021-03-11
196,마약낙곱새 동수원점,1,경기도,수원시,41115,경기도 수원시 영통구 매원로12번길 29-2,경기도 수원시 영통구 매탄동 209-32,37.26524923,127.0468737,0507-1388-3505,11:00,2:00,11:00,2:00,11:00,2:00,11:00,2:00,경기도 수원시,031-228-8339,2021-03-11
197,보글보글,1,경기도,수원시,41115,경기도 수원시 영통구 동탄지성로 550-24,경기도 수원시 영통구 망포동 47-12,,,0508-8196-7084,10:00,20:30,10:00,20:30,10:00,20:30,10:00,20:30,경기도 수원시,031-228-8339,2021-03-11
198,영빈루 광교점,1,경기도,수원시,41115,경기도 수원시 영통구 센트럴타운로 85,경기도 수원시 영통구 이의동 1332,37.29156767,127.0504709,031-214-8688,11:00,0:30,11:00,0:30,11:00,0:30,11:00,0:30,경기도 수원시,031-228-8339,2021-03-11
199,미니스톱 매탄한샘점,1,경기도,수원시,41115,경기도 수원시 영통구 매여울로 36,경기도 수원시 영통구 매탄동 196-66,37.27129009,127.0457088,1577-9621,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
200,화성옥 매탄점,1,경기도,수원시,41115,경기도 수원시 영통구 효원로 400,경기도 수원시 영통구 매탄동 1276,37.25806229,127.0453851,031-271-8496,0:00,24:00:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
201,호랑이초밥 영통홈플러스점,1,경기도,수원시,41115,경기도 수원시 영통구 봉영로 1576,경기도 수원시 영통구 영통동 994-2,37.2518163,127.0726025,0507-1318-6099,11:00,21:30,11:00,21:30,11:00,21:30,11:00,20:30,경기도 수원시,031-228-8339,2021-03-11
202,삼대족발 영통점,1,경기도,수원시,41115,경기도 수원시 영통구 청명남로4번길 21-13,경기도 수원시 영통구 영통동 1002-13,37.25036504,127.0748378,031-202-0798,12:00,0:00,12:00,0:00,12:00,0:00,12:00,0:00,경기도 수원시,031-228-8339,2021-03-11
203,백년순수갈비 수원영통점,1,경기도,수원시,41115,경기도 수원시 영통구 권선로908번길 47,경기도 수원시 영통구 신동 937-4,37.24687577,127.0446046,031-206-2382,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
204,맵당,1,경기도,수원시,41115,경기도 수원시 영통구 월드컵로193번길 24,경기도 수원시 영통구 원천동 29-5,37.27811557,127.0445154,031-215-7292,11:30,23:30,11:30,23:30,11:30,23:30,11:30,23:30,경기도 수원시,031-228-8339,2021-03-11
205,강조 불고기&김치찌게,1,경기도,수원시,41115,경기도 수원시 영통구 센트럴파크로 33,경기도 수원시 영통구 하동 1014,37.28856268,127.0624314,031-212-3884,9:30,22:00,9:30,22:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
206,대박삼겹살,1,경기도,수원시,41115,경기도 수원시 영통구 삼성로 269-17,경기도 수원시 영통구 원천동 258-3,37.26648013,127.0635287,031-215-5513,11:00,23:00,11:00,23:00,11:00,23:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
207,세븐일레븐 광교포레나점,1,경기도,수원시,41115,경기도 수원시 영통구 광교호수공원로 300,경기도 수원시 영통구 하동 868,37.2846443,127.058408,031-211-9621,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
208,바르다 김선생 아주대병원점,1,경기도,수원시,41115,경기도 수원시 영통구 월드컵로 206,경기도 수원시 영통구 원천동 산 5-1,37.28305638,127.04366,031-212-8213,8:00,19:30,11:00,19:30,11:00,19:30,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
209,차돌풍 망포점,1,경기도,수원시,41115,경기도 수원시 영통구 영통로130번길 18,경기도 수원시 영통구 망포동 539,37.23935954,127.0571287,031-203-3433,15:00,0:00,15:00,0:00,15:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
210,삼대떡볶이,1,경기도,수원시,41115,경기도 수원시 영통구 법조로149번길 58,경기도 수원시 영통구 하동 957-11,37.29428431,127.0705472,031-211-3110,10:00,23:55,10:00,23:55,10:00,23:55,10:00,23:55,경기도 수원시,031-228-8339,2021-03-11
211,씨유(CU) 청명주공점,1,경기도,수원시,41115,경기도 수원시 영통구 청명북로 67,경기도 수원시 영통구 영통동 1048-6,37.25734428,127.079761,031-205-2266,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
212,룸서비스 파이브스타 망포영통점,1,경기도,수원시,41115,경기도 수원시 영통구 영통로 237,경기도 수원시 영통구 신동 338,37.24866785,127.0570044,0503-7500-7975,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,경기도 수원시,031-228-8339,2021-03-11
213,육육간 광교점,1,경기도,수원시,41115,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593,37.27308767,127.0612627,0507-1340-0788,11:00,21:00,11:00,21:00,11:00,21:00,11:00,20:40,경기도 수원시,031-228-8339,2021-03-11
214,두껍삼,1,경기도,수원시,41115,경기도 수원시 영통구 센트럴파크로127번길 115-3,경기도 수원시 영통구 이의동 1310-2,37.29418435,127.0534031,031-213-3592,12:00,23:00,12:00,23:00,12:00,23:00,12:00,21:30,경기도 수원시,031-228-8339,2021-03-11
215,비앤비(BnB)치킨&떡볶이 영통점,1,경기도,수원시,41115,경기도 수원시 영통구 봉영로1744번길 11,경기도 수원시 영통구 영통동 1053-2,37.26663771,127.0830516,031-202-3573,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,경기도 수원시,031-228-8339,2021-03-11
216,한끼밸런스,1,경기도,수원시,41115,경기도 수원시 영통구 에듀타운로 101,경기도 수원시 영통구 이의동 1352,37.28990905,127.0448544,070-4036-2096,11:00,20:00,11:00,20:00,0:00,0:00,11:00,20:00,경기도 수원시,031-228-8339,2021-03-11
217,로또닭,1,경기도,수원시,41115,경기도 수원시 영통구 청명로 142,경기도 수원시 영통구 영통동 957-6,37.25765627,127.0731353,070-4418-5959,11:00,0:30,11:00,0:30,11:00,0:30,11:00,0:30,경기도 수원시,031-228-8339,2021-03-11
218,암거나,1,경기도,수원시,41115,경기도 수원시 영통구 광교호수공원로 277,경기도 수원시 영통구 원천동 589,37.28394176,127.056778,070-7576-3190,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
219,제니스 키친,1,경기도,수원시,41115,경기도 수원시 영통구 에듀타운로 101,경기도 수원시 영통구 이의동 1352,37.28990905,127.0448544,0503-7500-1456,10:00,22:30,10:00,22:30,10:00,22:30,10:00,22:30,경기도 수원시,031-228-8339,2021-03-11
220,홍대쌀국수,1,경기도,수원시,41115,경기도 수원시 영통구 덕영대로 1566,경기도 수원시 영통구 영통동 981-2,37.24512942,127.0618987,0503-7502-6558,10:00,21:30,10:00,21:30,10:00,21:30,10:00,21:30,경기도 수원시,031-228-8339,2021-03-11
221,돈기부여영통점,1,경기도,수원시,41115,경기도 수원시 영통구 신원로198번길 62-1,경기도 수원시 영통구 매탄동 512-11,37.25494815,127.0623142,031-205-2118,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,경기도 수원시,031-228-8339,2021-03-11
222,수원광교점 맛찬들왕소금구이,1,경기도,수원시,41115,경기도 수원시 영통구 광교중앙로 170,경기도 수원시 영통구 하동 1016,37.28812459,127.0607027,0507-1491-8593,11:30,22:30,11:30,22:30,11:30,22:30,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
223,비비큐 수원영통역점,1,경기도,수원시,41115,경기도 수원시 영통구 매영로345번길 7,경기도 수원시 영통구 영통동 961-6,37.25276901,127.0709009,031-206-6690,11:00,1:00,11:00,1:00,11:00,1:00,11:00,1:00,경기도 수원시,031-228-8339,2021-03-11
224,치킨플러스 망포점,1,경기도,수원시,41115,경기도 수원시 영통구 영통로 169,경기도 수원시 영통구 망포동 297-8,37.2426536,127.0550084,031-204-0515,12:00,0:00,12:00,0:00,12:00,0:00,12:00,0:00,경기도 수원시,031-228-8339,2021-03-11
225,매탄손만두,1,경기도,수원시,41115,경기도 수원시 영통구 권광로260번길 36,경기도 수원시 영통구 매탄동 176,37.27214388,127.0419109,0503-7501-6263,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
226,벼락떡볶이,1,경기도,수원시,41115,경기도 수원시 영통구 매탄로204번길 10,경기도 수원시 영통구 매탄동 207-3,37.26813874,127.0474461,070-7720-0343,11:00,1:00,11:00,1:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
227,치킨플러스 매탄점,1,경기도,수원시,41115,경기도 수원시 영통구 산남로 110,경기도 수원시 영통구 매탄동 111-15,37.27254497,127.0503793,031-215-0515,14:00,3:00,14:00,3:00,14:00,3:00,14:00,3:00,경기도 수원시,031-228-8339,2021-03-11
228,삼미통닭,1,경기도,수원시,41115,경기도 수원시 영통구 영통로 517,경기도 수원시 영통구 영통동 949-5,37.26493557,127.077445,031-204-2011,16:00,0:00,16:00,0:00,16:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
229,역대짬뽕 영통점,1,경기도,수원시,41115,경기도 수원시 영통구 반달로35번길 30,경기도 수원시 영통구 영통동 1012-1,37.25178087,127.0774604,031-203-7433,10:30,2:00,10:30,2:00,10:30,2:00,10:30,2:00,경기도 수원시,031-228-8339,2021-03-11
230,봉자떡볶이영통점,1,경기도,수원시,41115,경기도 수원시 영통구 영통로90번길 43,경기도 수원시 영통구 망포동 527-2,37.23901416,127.0589837,0503-7501-1584,10:00,1:00,10:00,1:00,10:00,1:00,10:00,1:00,경기도 수원시,031-228-8339,2021-03-11
231,보름기정떡 광교상현점,1,경기도,수원시,41115,경기도 수원시 영통구 법조로149번길 13,경기도 수원시 영통구 하동 962-3,37.29307695,127.0715372,0507-1359-5171,10:00,18:00,10:00,14:00,0:00,0:00,10:00,18:00,경기도 수원시,031-228-8339,2021-03-11
232,샐러디 영통점,1,경기도,수원시,41115,경기도 수원시 영통구 청명남로 21,경기도 수원시 영통구 영통동 998-6,37.25203572,127.0744591,031-273-2171,8:00,22:00,8:00,21:00,8:00,21:00,8:00,22:00,경기도 수원시,031-228-8339,2021-03-11
233,강조손칼국수,1,경기도,수원시,41115,경기도 수원시 영통구 도청로 95,경기도 수원시 영통구 이의동 1351-6,37.29090564,127.0477287,0507-1372-4776,10:30,20:30,10:30,20:30,10:30,20:30,10:30,20:30,경기도 수원시,031-228-8339,2021-03-11
234,김천재의 육회반한 연어 광교호수점,1,경기도,수원시,41115,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019,37.28688888,127.0621485,070-4107-9908,11:00,1:00,11:00,1:00,11:00,1:00,16:00,2:00,경기도 수원시,031-228-8339,2021-03-11
235,팔청식당,1,경기도,수원시,41115,경기도 수원시 영통구 청명북로 12,경기도 수원시 영통구 영통동 1033-6,37.25247282,127.0795846,0507-1423-0292,15:00,23:00,15:00,23:00,15:00,23:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
236,청년순대국 광교점,1,경기도,수원시,41115,경기도 수원시 영통구 광교호수공원로 277,경기도 수원시 영통구 원천동 589,37.28394176,127.056778,0507-1447-4980,11:00,21:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
237,돈까스짱 망포점,1,경기도,수원시,41115,경기도 수원시 영통구 동탄지성로 550-20,경기도 수원시 영통구 망포동 47-17,37.2409663,127.048616,031-203-0066,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
238,비비큐(BBQ) 수원원천점,1,경기도,수원시,41115,경기도 수원시 영통구 월드컵로97번길 53,경기도 수원시 영통구 원천동 619-1,37.27441712,127.0502275,0508-8196-6382,12:00,1:40,12:00,3:40,12:00,12:40,12:00,1:40,경기도 수원시,031-228-8339,2021-03-11
239,동해물과 아구찜,1,경기도,수원시,41115,경기도 수원시 영통구 법조로149번길 141,경기도 수원시 영통구 하동 975-1,37.29251798,127.0701375,070-4795-6012,11:50,0:00,11:50,0:00,11:50,0:00,11:50,0:00,경기도 수원시,031-228-8339,2021-03-11
240,금수강산,1,경기도,수원시,41115,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593,37.27308767,127.0612627,0507-1425-4578,11:00,22:00,11:00,22:00,11:00,22:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
241,진짜루,1,경기도,수원시,41115,경기도 수원시 영통구 태장로71번길 8,경기도 수원시 영통구 망포동 372,37.23978229,127.0543061,0507-1399-6188,11:00,20:30,11:00,20:30,11:00,20:30,11:00,20:30,경기도 수원시,031-228-8339,2021-03-11
242,고엔스시,1,경기도,수원시,41115,경기도 수원시 영통구 반달로7번길 40,경기도 수원시 영통구 영통동 998-1,37.2535354,127.0752076,031-205-1740,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,경기도 수원시,031-228-8339,2021-03-11
243,피자파는집수원영통점,1,경기도,수원시,41115,경기도 수원시 영통구 신원로 217,경기도 수원시 영통구 매탄동 487-1,37.25527741,127.0600234,0507-1359-5595,11:00,0:00,11:00,0:00,11:00,0:00,11:00,0:00,경기도 수원시,031-228-8339,2021-03-11
244,배떡(상현역점),1,경기도,수원시,41115,경기도 수원시 영통구 법조로149번길 36,경기도 수원시 영통구 하동 957-19,37.29407832,127.0717681,0507-1456-1169,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,경기도 수원시,031-228-8339,2021-03-11
245,제육대가(광교점),1,경기도,수원시,41115,경기도 수원시 영통구 센트럴파크로127번길 12,경기도 수원시 영통구 이의동 1315,37.29530168,127.0556603,031-214-5582,10:00,0:50,10:00,0:50,10:00,0:50,10:00,0:50,경기도 수원시,031-228-8339,2021-03-11
246,루키스버거,1,경기도,수원시,41115,경기도 수원시 영통구 센트럴타운로 106,경기도 수원시 영통구 이의동 1322-5,37.29273762,127.0501574,0507-1352-2149,11:00,20:30,11:00,20:30,11:00,20:30,11:00,20:30,경기도 수원시,031-228-8339,2021-03-11
247,비에이치씨(BHC)매탄점,1,경기도,수원시,41115,경기도 수원시 영통구 동수원로 316,경기도 수원시 영통구 매탄동 1162,37.2584379,127.0383357,031-222-2099,12:00,0:00,12:00,0:00,12:00,0:00,12:00,0:00,경기도 수원시,031-228-8339,2021-03-11
248,예감쪽갈비 매탄점,1,경기도,수원시,41115,경기도 수원시 영통구 인계로 286,경기도 수원시 영통구 매탄동 816-6,37.26317879,127.048734,0507-1331-6293,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,경기도 수원시,031-228-8339,2021-03-11
249,골든 후무스,1,경기도,수원시,41115,경기도 수원시 영통구 덕영대로 1566,경기도 수원시 영통구 영통동 981-2,37.24512942,127.0618987,0507-1365-5687,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,경기도 수원시,031-228-8339,2021-03-11
250,배떡 광교점,1,경기도,수원시,41115,경기도 수원시 영통구 대학로 56,경기도 수원시 영통구 이의동 1248,37.30082913,127.0451948,031-213-8111,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,경기도 수원시,031-228-8339,2021-03-11
